Input/Output;Name of consumption mix;Name of input/output;Quantity;Unit;Comment on proxys / origins
Input;Fresh tomato, consumption mix {FR} U;Tomato, medium size, conventional, soil based, non-heated greenhouse, at greenhouse {FR} U;0.662;kg;
Input;Fresh tomato, consumption mix {FR} U;Tomato, fresh grade {ES}| tomato production, fresh grade, in unheated greenhouse | Cut-off, U - Copied from Ecoinvent U;0.338;kg;ES used as a substitute for MA
Output;Freshwater bream, consumption mix {FR} U;Freshwater bream, consumption mix {FR} U;1.0;kg;
Input;Freshwater bream, consumption mix {FR} U;Sea bass or sea bream, 200-500g, conventional, in cage, at farm gate {FR} U;0.3;kg;EU process assumed to be the same as French
Input;Freshwater bream, consumption mix {FR} U;Sea bass or sea bream, 200-500g, conventional, in cage, at farm gate {FR} U;0.3;kg;Non-EU process assumed to be the same as French
Input;Freshwater bream, consumption mix {FR} U;Sea bass or sea bream, 200-500g, conventional, in cage, at farm gate {FR} U;0.4;kg;
Output;Frozen apricot puree, consumption mix {FR} U;Frozen apricot puree, consumption mix {FR} U;1.0;kg;
Input;Frozen apricot puree, consumption mix {FR} U;Frozen apricot puree, at plant {FR} U;1.0;kg;"Source : data from Blonk Consultants. The consumption mix of the puree has been approximated by the consumption mix of the fruit and the 70% cut-off point has been applied. The transport from France to France has already been taken into account in the dataset rozen apricot puree, at processing/FR U""."""
Output;Frozen banana puree, consumption mix {FR} U;Frozen banana puree, consumption mix {FR} U;1.0;kg;
Input;Frozen banana puree, consumption mix {FR} U;Frozen banana puree, at plant {CI} U;0.36;kg;Table bananas consumption mix used as substitute for banana puree consumption mix. Data from Blonk Consultants.
Input;Frozen banana puree, consumption mix {FR} U;Frozen banana puree, at processing {CM} U;0.276;kg;Table bananas consumption mix used as substitute for banana puree consumption mix. Data from Blonk Consultants.
Input;Frozen banana puree, consumption mix {FR} U;Frozen banana puree, at processing {CO} U;0.258;kg;Table bananas consumption mix used as substitute for banana puree consumption mix. Data from Blonk Consultants.
Input;Frozen banana puree, consumption mix {FR} U;Frozen banana puree, at processing {EC} U;0.106;kg;Table bananas consumption mix used as substitute for banana puree consumption mix. Data from Blonk Consultants.
Output;Frozen concentrated apple juice, consumption mix {FR} U;Frozen concentrated apple juice, consumption mix {FR} U;1.0;kg;
Input;Frozen concentrated apple juice, consumption mix {FR} U;Frozen concentrated apple juice, at plant {FR} U;1.0;kg;Source : data from Blonk Consultants. The consumption mix of the juice has been approximated by the consumption mix of the table fruit and the 70% cut-off point has been applied.
Output;Frozen concentrated banana puree, consumption mix {FR} U;Frozen concentrated banana puree, consumption mix {FR} U;1.0;kg;
Input;Frozen concentrated banana puree, consumption mix {FR} U;Frozen concentrated banana puree, at processing {CI} U;0.36;kg;Table bananas consumption mix used as substitute for banana puree consumption mix. Data from Blonk Consultants.
Input;Frozen concentrated banana puree, consumption mix {FR} U;Frozen concentrated banana puree, at processing {CM} U;0.276;kg;Table bananas consumption mix used as substitute for banana puree consumption mix. Data from Blonk Consultants.
Input;Frozen concentrated banana puree, consumption mix {FR} U;Frozen concentrated banana puree, at processing {CO} U;0.258;kg;Table bananas consumption mix used as substitute for banana puree consumption mix. Data from Blonk Consultants.
Input;Frozen concentrated banana puree, consumption mix {FR} U;Frozen concentrated banana puree, at processing {EC} U;0.106;kg;Table bananas consumption mix used as substitute for banana puree consumption mix. Data from Blonk Consultants.
Output;Frozen concentrated carrot puree, consumption mix {FR} U;Frozen concentrated carrot puree, consumption mix {FR} U;1.0;kg;
Input;Frozen concentrated carrot puree, consumption mix {FR} U;Frozen concentrated carrot puree, at processing {FR} U;1.0;kg;"Table carrots consumption mix used as substitute for concentrated carrot puree consumption mix. Data from Blonk Consultants. The transport from France to France is already taken into account in the dataset rozen concentrated carrot puree, at processing/FR U""."""
Output;Frozen concentrated grape juice, consumption mix {FR} U;Frozen concentrated grape juice, consumption mix {FR} U;1.0;kg;
Input;Frozen concentrated grape juice, consumption mix {FR} U;Frozen concentrated grape juice, at processing {IT} U;0.0154;kg;Source : data from Blonk Consultants. The consumption mix of the juice has been approximated by the consumption mix of the fruit.
Input;Frozen concentrated grape juice, consumption mix {FR} U;Frozen concentrated grape juice, at processing {FR} U;0.9846;kg;Source : data from Blonk Consultants. The consumption mix of the juice has been approximated by the consumption mix of the fruit.
Output;Frozen concentrated mango puree, consumption mix {FR} U;Frozen concentrated mango puree, consumption mix {FR} U;1.0;kg;
Input;Frozen concentrated mango puree, consumption mix {FR} U;Frozen concentrated mango puree, at plant {BR} U;0.446672515;kg;Table mangos consumption mix used as substitute for mango puree consumption mix. Data from Blonk Consultants.
Input;Frozen concentrated mango puree, consumption mix {FR} U;Frozen concentrated mango puree, at plant {PE} U;0.374984334;kg;Table mangos consumption mix used as substitute for mango puree consumption mix. Data from Blonk Consultants.
Input;Frozen concentrated mango puree, consumption mix {FR} U;Frozen concentrated mango puree, at processing {CI} U;0.178343151;kg;Table mangos consumption mix used as substitute for mango puree consumption mix. Data from Blonk Consultants.
Output;Frozen concentrated orange juice, consumption mix {FR} U;Frozen concentrated orange juice, consumption mix {FR} U;1.0;kg;
Input;Frozen concentrated orange juice, consumption mix {FR} U;Frozen concentrated orange juice, at plant {BR} U;0.91;kg;Source : https://aijn.eu/files/attachments/.320/2012_Liquid_Fruit_Market_Report.pdf
Input;Frozen concentrated orange juice, consumption mix {FR} U;Frozen concentrated orange juice, at processing {US} U;0.07;kg;Source : https://aijn.eu/files/attachments/.320/2012_Liquid_Fruit_Market_Report.pdf
Input;Frozen concentrated orange juice, consumption mix {FR} U;Frozen concentrated orange juice, at processing {IL} U;0.01;kg;Source : https://aijn.eu/files/attachments/.320/2012_Liquid_Fruit_Market_Report.pdf
Input;Frozen concentrated orange juice, consumption mix {FR} U;Frozen concentrated orange juice, at processing {MX} U;0.01;kg;Source : https://aijn.eu/files/attachments/.320/2012_Liquid_Fruit_Market_Report.pdf
Output;Frozen concentrated pineapple juice, consumption mix {FR} U;Frozen concentrated pineapple juice, consumption mix {FR} U;1.0;kg;
Input;Frozen concentrated pineapple juice, consumption mix {FR} U;Frozen concentrated pineapple juice, at plant {CR} U;0.506;kg;Source : https://aijn.eu/files/attachments/.320/2012_Liquid_Fruit_Market_Report.pdf
Input;Frozen concentrated pineapple juice, consumption mix {FR} U;Frozen concentrated pineapple juice, at processing {TH} U;0.434;kg;Source : https://aijn.eu/files/attachments/.320/2012_Liquid_Fruit_Market_Report.pdf
Input;Frozen concentrated pineapple juice, consumption mix {FR} U;Frozen concentrated pineapple juice, at processing {KE} U;0.06;kg;
Output;Frozen mango puree, consumption mix {FR} U;Frozen mango puree, consumption mix {FR} U;1.0;kg;
Input;Frozen mango puree, consumption mix {FR} U;Frozen mango puree, at plant {BR} U;0.446672515;kg;Table mangos consumption mix used as substitute for mango puree consumption mix. Data from Blonk Consultants.
Input;Frozen mango puree, consumption mix {FR} U;Frozen mango puree, at plant {PE} U;0.374984334;kg;Table mangos consumption mix used as substitute for mango puree consumption mix. Data from Blonk Consultants.
Input;Frozen mango puree, consumption mix {FR} U;Frozen mango puree, at processing {CI} U;0.178343151;kg;Table mangos consumption mix used as substitute for mango puree consumption mix. Data from Blonk Consultants.
Output;Frozen peach puree, consumption mix {FR} U;Frozen peach puree, consumption mix {FR} U;1.0;kg;
Input;Frozen peach puree, consumption mix {FR} U;Frozen peach puree, at plant {FR} U;0.579345088;kg;Source : data from Blonk Consultants. The consumption mix of the puree has been approximated by the consumption mix of the fruit and the 70% cut-off point has been applied. The transport from France to France has already been taken into account
Input;Frozen peach puree, consumption mix {FR} U;Frozen peach puree, at plant {ES} U;0.420654912;kg;Source : data from Blonk Consultants. The consumption mix of the puree has been approximated by the consumption mix of the fruit and the 70% cut-off point has been applied.
Output;Frozen pear puree, consumption mix {FR} U;Frozen pear puree, consumption mix {FR} U;1.0;kg;
Input;Frozen pear puree, consumption mix {FR} U;Frozen pear puree, at processing {FR} U;0.7;kg;Source : data from Blonk Consultants. The consumption mix of the puree has been approximated by the consumption mix of the fruit and the 70% cut-off point has been applied. The transport from France to France has already been taken into account
Input;Frozen pear puree, consumption mix {FR} U;Frozen pear puree, at processing {NL} U;0.16;kg;Source : data from Blonk Consultants. The consumption mix of the puree has been approximated by the consumption mix of the fruit and the 70% cut-off point has been applied.
Input;Frozen pear puree, consumption mix {FR} U;Frozen pear puree, at processing {BE} U;0.14;kg;Source : data from Blonk Consultants. The consumption mix of the puree has been approximated by the consumption mix of the fruit and the 70% cut-off point has been applied.
Output;Frozen raspberry puree, consumption mix {FR} U;Frozen raspberry puree, consumption mix {FR} U;1.0;kg;
Input;Frozen raspberry puree, consumption mix {FR} U;Frozen raspberry puree, at processing {RS} U;1.0;kg;"Source : Basic Characteristics of the Raspberry Marketing Chain and Position of the.pdf MarchŽ des petits fruits rouges.pdf The transport from France to France is already taken into account in the dataset rozen raspberry puree, at processing/FR U""."""
Output;Fructose, consumption mix {FR} U;Fructose, consumption mix {FR} U;1.0;kg;
Input;Fructose, consumption mix {FR} U;Glucose {GLO}| market for glucose | Cut-off, S - Copied from Ecoinvent U;1.0;kg;Glucose RER used as a proxy for Fructose FR
Output;Garden cress, consumption mix {FR} U;Garden cress, consumption mix {FR} U;1.0;kg;
Input;Garden cress, consumption mix {FR} U;Lettuce, conventional, national average, at farm gate {FR} U;1.0;kg;
Output;Garden peas, consumption mix {FR} U;Garden peas, consumption mix {FR} U;1.0;kg;
Input;Garden peas, consumption mix {FR} U;Winter pea, conventional, 15% moisture, at farm gate {FR} U;1.0;kg;
Output;Garden peas, for canned and frozen products, consumption mix {FR} U;Garden peas, for canned and frozen products, consumption mix {FR} U;1.0;kg;
Input;Garden peas, for canned and frozen products, consumption mix {FR} U;Annual vining pea for industry, Conventional, National average, at farm gate {FR} U;1.0;kg;Representative of a model of agricultural technical itinerary provided by UNILET from software Means In-Out (INRAE) in 2020
Output;Garfish, consumption mix {FR} U;Garfish, consumption mix {FR} U;1.0;kg;
Input;Garfish, consumption mix {FR} U;European Pilchard, Sardina pilchardus, BBiscay, Seine, average, at landing {FR} U;0.3;kg;EU process assumed to be the same as French
Input;Garfish, consumption mix {FR} U;European Pilchard, Sardina pilchardus, BBiscay, Seine, average, at landing {FR} U;0.3;kg;Non-EU process assumed to be the same as French
Input;Garfish, consumption mix {FR} U;European Pilchard, Sardina pilchardus, BBiscay, Seine, average, at landing {FR} U;0.4;kg;
Output;Garlic, consumption mix {FR} U;Garlic, consumption mix {FR} U;1.0;kg;
Input;Garlic, consumption mix {FR} U;Onion, conventional, national average, at farm {FR} U;0.363;kg;FR used as a substitute for ES
Input;Garlic, consumption mix {FR} U;Onion, conventional, national average, at farm {FR} U;0.637;kg;
Output;Gex blue cheese, or Jura blue cheese or Septmoncel blue cheese, from cow's milk, consumption mix {FR} U;Gex blue cheese, or Jura blue cheese or Septmoncel blue cheese, from cow's milk, consumption mix {FR} U;1.0;kg;
Input;Gex blue cheese, or Jura blue cheese or Septmoncel blue cheese, from cow's milk, consumption mix {FR} U;Gex blue cheese, or Jura blue cheese or Septmoncel blue cheese, cheese production, from cow's milk, soft cheese, French production mix, at plant, 1 kg of Gex type soft cheese (PGi) {FR} U;1.0;kg;
Output;Gilthead seabream, consumption mix {FR} U;Gilthead seabream, consumption mix {FR} U;1.0;kg;
Input;Gilthead seabream, consumption mix {FR} U;Sea bass or sea bream, 200-500g, conventional, in cage, at farm gate {FR} U;0.3;kg;EU process assumed to be the same as French
Input;Gilthead seabream, consumption mix {FR} U;Sea bass or sea bream, 200-500g, conventional, in cage, at farm gate {FR} U;0.3;kg;Non-EU process assumed to be the same as French
Input;Gilthead seabream, consumption mix {FR} U;Sea bass or sea bream, 200-500g, conventional, in cage, at farm gate {FR} U;0.4;kg;
Output;Gilthead seabream, wild, consumption mix {FR} U;Gilthead seabream, wild, consumption mix {FR} U;1.0;kg;
Input;Gilthead seabream, wild, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0.3;kg;EU process assumed to be the same as French
Input;Gilthead seabream, wild, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0.3;kg;Non-EU process assumed to be the same as French
Input;Gilthead seabream, wild, consumption mix {FR} U;Gadidae, CelticSea, Bottom Trawl, average, at landing {FR} U;0.4;kg;
Output;Ginger, consumption mix {FR} U;Ginger, consumption mix {FR} U;1.0;kg;
Input;Ginger, consumption mix {FR} U;Onion {CN}| onion production | Cut-off, U - Adapted from Ecoinvent U;0.304;kg;CN used as a substitute for TH
Input;Ginger, consumption mix {FR} U;Onion {CN}| onion production | Cut-off, U - Adapted from Ecoinvent U;0.22;kg;CN used as a substitute for TH
Input;Ginger, consumption mix {FR} U;Onion {RoW}| onion production | Cut-off, U - Copied from Ecoinvent U;0.175;kg;RoW used as a substitute for NG
Input;Ginger, consumption mix {FR} U;Onion {RoW}| onion production | Cut-off, U - Copied from Ecoinvent U;0.0843;kg;RoW used as a substitute for PE
Input;Ginger, consumption mix {FR} U;Onion {IN}| onion production | Cut-off, U - Adapted from Ecoinvent U;0.109;kg;
Input;Ginger, consumption mix {FR} U;Onion {NL}| onion production | Cut-off, U - Adapted from Ecoinvent U;0.107;kg;
Output;Glasswort (Salicornia sp.), consumption mix {FR} U;Glasswort (Salicornia sp.), consumption mix {FR} U;1.0;kg;
Input;Glasswort (Salicornia sp.), consumption mix {FR} U;Algae (Laminaria), fresh, at farm {FR} U;1.0;kg;
Output;Glucose, consumption mix {FR} U;Glucose, consumption mix {FR} U;1.0;kg;
Input;Glucose, consumption mix {FR} U;Glucose {GLO}| market for glucose | Cut-off, S - Copied from Ecoinvent U;1.0;kg;GLO used as proxy for FR
Output;Goat cheese, from raw milk, consumption mix {FR} U;Goat cheese, from raw milk, consumption mix {FR} U;1.0;kg;
Input;Goat cheese, from raw milk, consumption mix {FR} U;Goat cheese, from raw milk production, from goat's milk, soft cheese, French production mix, at plant, 1 kg of soft cheese {FR} U;1.0;kg;
Output;Goat milk, consumption mix {FR} U;Goat milk, consumption mix {FR} U;1.0;kg;
Input;Goat milk, consumption mix {FR} U;Goat milk, conventional, intensive forage area, at farm gate {FR} U;1.0;kg;
